grid_num,col1_type,col1_code,col1_label,col2_type,col2_code,col2_label,col3_type,col3_code,col3_label,row1_type,row1_code,row1_label,row2_type,row2_code,row2_label,row3_type,row3_code,row3_label
831,team,SEA,Seattle Mariners,stat,,30+ HR SeasonBatting,stat,,≤ 3.00 ERA Season,team,DET,Detroit Tigers,team,TOR,Toronto  Blue Jays,team,HOU,Houston Astros
832,stat,,.300+ AVG CareerBatting,stat,,.300+ AVG SeasonBatting,stat,,Pitchedmin. 1 game,stat,,Played Outfieldmin. 1 game,stat,,Played In Major Negro Lgs,stat,,PlayedMajor Leagues
833,stat,,Played Left Fieldmin. 1 game,stat,,Played Center Fieldmin. 1 game,stat,,Played Right Fieldmin. 1 game,stat,,All Star,stat,,40+ WAR Career,stat,,Born Outside US 50 States and DC
834,team,BAL,Baltimore Orioles,team,ATL,Atlanta Braves,stat,,2000+ K CareerPitching,team,CHW,Chicago  White Sox,team,ANA,Los Angeles Angels,stat,,Hall of Fame
835,team,NYY,New York Yankees,team,ANA,Los Angeles Angels,stat,,Played Third Basemin. 1 game,team,PIT,Pittsburgh Pirates,team,ARI,Arizona Diamondbacks,stat,,Only One Team
836,team,OAK, Athletics,team,LAD,Los Angeles Dodgers,stat,,6+ WAR Season,team,WSN,Washington Nationals,team,SDP,San Diego Padres,stat,,Played First Basemin. 1 game
837,team,CLE,Cleveland Guardians,stat,,2000+ Hits CareerBatting,stat,,100+ RBI SeasonBatting,team,NYM,New York Mets,team,STL,St. Louis Cardinals,stat,,200+ Hits SeasonBatting
838,team,PHI,Philadelphia Phillies,team,MIN,Minnesota Twins,stat,,10+ Win SeasonPitching,team,CHC,Chicago Cubs,team,SFG,San Francisco Giants,team,KCR,Kansas City Royals
839,stat,,300+ HR CareerBatting,stat,,.300+ AVG SeasonBatting,stat,,Played Outfieldmin. 1 game,stat,,30+ HR /30+ SB SeasonBatting,stat,,30+ HR SeasonBatting,stat,,30+ SB Season
840,stat,,Played Catchermin. 1 game,stat,,All Star,stat,,Born Outside US 50 States and DC,stat,,MVP,stat,,Gold Glove,stat,,Silver Slugger
841,team,TEX,Texas Rangers,team,BOS,Boston   Red Sox,stat,,Played Shortstopmin. 1 game,team,MIL,Milwaukee Brewers,team,HOU,Houston Astros,stat,,First Round Draft Pick
842,team,LAD,Los Angeles Dodgers,team,OAK, Athletics,stat,,Hall of Fame,team,CIN,Cincinnati Reds,team,DET,Detroit Tigers,team,SEA,Seattle Mariners
843,team,TOR,Toronto  Blue Jays,team,MIN,Minnesota Twins,stat,,≤ 3.00 ERA Season,team,ATL,Atlanta Braves,team,PIT,Pittsburgh Pirates,team,BAL,Baltimore Orioles
844,team,CLE,Cleveland Guardians,stat,,200+ Wins CareerPitching,stat,,Threw a No‑Hitter,team,CHW,Chicago  White Sox,team,NYY,New York Yankees,stat,,200+ K SeasonPitching
845,team,PHI,Philadelphia Phillies,team,SDP,San Diego Padres,stat,,Played Second Basemin. 1 game,team,STL,St. Louis Cardinals,team,ANA,Los Angeles Angels,team,FLA,Miami Marlins
846,stat,,6+ WAR Season,stat,,All Star,stat,,Only One Team,stat,,.300+ AVG CareerBatting,stat,,≤ 3.00 ERA CareerPitching,stat,,Rookie of the Year
847,stat,,Played First Basemin. 1 game,stat,,Played Third Basemin. 1 game,stat,,100+ RBI SeasonBatting,stat,,30+ HR SeasonBatting,stat,,300+ HR CareerBatting,stat,,Gold Glove
848,team,SFG,San Francisco Giants,team,WSN,Washington Nationals,stat,,Played Outfieldmin. 1 game,team,NYM,New York Mets,team,CHC,Chicago Cubs,stat,,Born Outside US 50 States and DC
849,team,LAD,Los Angeles Dodgers,team,CHW,Chicago  White Sox,stat,,40+ WAR Career,team,BOS,Boston   Red Sox,team,KCR,Kansas City Royals,stat,,100+ Run SeasonBatting
850,team,MIN,Minnesota Twins,team,PHI,Philadelphia Phillies,stat,,Pitchedmin. 1 game,team,HOU,Houston Astros,team,OAK, Athletics,stat,,Hall of Fame
851,team,DET,Detroit Tigers,team,TBD,Tampa Bay Rays,stat,,.300+ AVG SeasonBatting,team,TEX,Texas Rangers,team,STL,St. Louis Cardinals,team,PIT,Pittsburgh Pirates
852,team,NYY,New York Yankees,team,ATL,Atlanta Braves,stat,,≤ 3.00 ERA Season,stat,,30+ Save SeasonPitching,stat,,20+ Win SeasonPitching,stat,,200+ K SeasonPitching
853,stat,,Played Second Basemin. 1 game,stat,,Played Shortstopmin. 1 game,stat,,Played Center Fieldmin. 1 game,stat,,6+ WAR Season,stat,,200+ Hits SeasonBatting,stat,,30+ SB Season
854,team,BAL,Baltimore Orioles,team,CHW,Chicago  White Sox,team,SDP,San Diego Padres,team,CIN,Cincinnati Reds,team,PHI,Philadelphia Phillies,team,SFG,San Francisco Giants
855,team,TOR,Toronto  Blue Jays,team,SEA,Seattle Mariners,stat,,Only One Team,team,CLE,Cleveland Guardians,team,MIL,Milwaukee Brewers,stat,,Played Catchermin. 1 game
856,team,ANA,Los Angeles Angels,team,TEX,Texas Rangers,stat,,Born Outside US 50 States and DC,team,CHC,Chicago Cubs,team,COL,Colorado Rockies,stat,,300+ HR CareerBatting
857,team,LAD,Los Angeles Dodgers,team,BOS,Boston   Red Sox,stat,,Hall of Fame,team,NYM,New York Mets,team,STL,St. Louis Cardinals,stat,,30+ HR SeasonBatting
858,team,ARI,Arizona Diamondbacks,stat,,100+ RBI SeasonBatting,stat,,200+ Wins CareerPitching,team,OAK, Athletics,team,HOU,Houston Astros,team,PIT,Pittsburgh Pirates
859,team,CHW,Chicago  White Sox,team,WSN,Washington Nationals,stat,,All Star,team,DET,Detroit Tigers,team,MIN,Minnesota Twins,stat,,10+ Win SeasonPitching
860,stat,,Silver Slugger,team,NYY,New York Yankees,stat,,Gold Glove,stat,,.300+ AVG SeasonBatting,team,ATL,Atlanta Braves,stat,,≤ 3.00 ERA Season
861,team,LAD,Los Angeles Dodgers,team,MIL,Milwaukee Brewers,stat,,Played Left Fieldmin. 1 game,team,BAL,Baltimore Orioles,team,PHI,Philadelphia Phillies,stat,,Played Right Fieldmin. 1 game
862,team,BOS,Boston   Red Sox,team,TOR,Toronto  Blue Jays,stat,,Played First Basemin. 1 game,team,SFG,San Francisco Giants,team,KCR,Kansas City Royals,stat,,2000+ Hits CareerBatting
863,team,PIT,Pittsburgh Pirates,team,DET,Detroit Tigers,stat,,40+ WAR Career,team,CIN,Cincinnati Reds,team,SDP,San Diego Padres,team,CLE,Cleveland Guardians
864,team,CHW,Chicago  White Sox,stat,,300+ HR CareerBatting,stat,,6+ WAR Season,team,CHC,Chicago Cubs,team,SEA,Seattle Mariners,stat,,Hall of Fame
865,team,NYM,New York Mets,team,NYY,New York Yankees,stat,,Played Third Basemin. 1 game,team,TEX,Texas Rangers,team,FLA,Miami Marlins,stat,,Born Outside US 50 States and DC
866,team,OAK, Athletics,team,HOU,Houston Astros,stat,,200+ Wins CareerPitching,team,ANA,Los Angeles Angels,team,STL,St. Louis Cardinals,team,SFG,San Francisco Giants
867,stat,,200+ Hits SeasonBatting,stat,,All Star,stat,,PlayedMajor Leagues,stat,,40+ HR SeasonBatting,stat,,40+ 2B SeasonBatting,stat,,30+ SB Season
868,stat,,Only One Team,stat,,Gold Glove,stat,,MVP,stat,,Pitchedmin. 1 game,stat,,Played Shortstopmin. 1 game,stat,,Played Outfieldmin. 1 game
869,team,NYM,New York Mets,team,CLE,Cleveland Guardians,stat,,.300+ AVG SeasonBatting,team,MIN,Minnesota Twins,team,ATL,Atlanta Braves,team,SDP,San Diego Padres
870,team,NYY,New York Yankees,stat,,2000+ Hits CareerBatting,stat,,10+ Win SeasonPitching,team,LAD,Los Angeles Dodgers,team,PHI,Philadelphia Phillies,team,BAL,Baltimore Orioles
871,team,TOR,Toronto  Blue Jays,team,ANA,Los Angeles Angels,stat,,Played Center Fieldmin. 1 game,team,BOS,Boston   Red Sox,team,DET,Detroit Tigers,stat,,Hall of Fame
872,team,CHC,Chicago Cubs,team,WSN,Washington Nationals,stat,,Played First Basemin. 1 game,team,PIT,Pittsburgh Pirates,team,SEA,Seattle Mariners,stat,,40+ WAR Career
873,team,CIN,Cincinnati Reds,team,CHW,Chicago  White Sox,stat,,Played Second Basemin. 1 game,team,MIL,Milwaukee Brewers,team,HOU,Houston Astros,stat,,Born Outside US 50 States and DC
874,stat,,All Star,stat,,6+ WAR Season,stat,,First Round Draft Pick,stat,,Played Catchermin. 1 game,stat,,30+ HR SeasonBatting,stat,,200+ K SeasonPitching
875,stat,,200+ Hits SeasonBatting,stat,,100+ Run SeasonBatting,stat,,≤ 3.00 ERA Season,team,SFG,San Francisco Giants,team,STL,St. Louis Cardinals,team,TEX,Texas Rangers
876,team,KCR,Kansas City Royals,team,BOS,Boston   Red Sox,stat,,Played Third Basemin. 1 game,team,OAK, Athletics,team,NYY,New York Yankees,stat,,100+ RBI SeasonBatting
877,team,CIN,Cincinnati Reds,stat,,300+ HR CareerBatting,stat,,30+ SB Season,team,NYM,New York Mets,team,ATL,Atlanta Braves,team,WSN,Washington Nationals
878,team,DET,Detroit Tigers,team,LAD,Los Angeles Dodgers,stat,,30+ Save SeasonPitching,team,MIL,Milwaukee Brewers,team,MIN,Minnesota Twins,team,CHC,Chicago Cubs
879,team,BAL,Baltimore Orioles,team,PHI,Philadelphia Phillies,stat,,Hall of Fame,team,CLE,Cleveland Guardians,team,TEX,Texas Rangers,stat,,Gold Glove
880,team,SDP,San Diego Padres,team,CHW,Chicago  White Sox,stat,,Born Outside US 50 States and DC,team,TOR,Toronto  Blue Jays,team,TBD,Tampa Bay Rays,stat,,Only One Team
881,stat,,40+ WAR Career,stat,,Threw a No‑Hitter,stat,,All Star,stat,,20+ Win SeasonPitching,stat,,2000+ K CareerPitching,stat,,Cy Young
882,stat,,Played Shortstopmin. 1 game,team,BOS,Boston   Red Sox,stat,,Played Second Basemin. 1 game,stat,,Played Outfieldmin. 1 game,team,ARI,Arizona Diamondbacks,stat,,Designated Hittermin. 1 game
883,team,MIL,Milwaukee Brewers,team,DET,Detroit Tigers,team,BAL,Baltimore Orioles,team,ATL,Atlanta Braves,team,HOU,Houston Astros,team,KCR,Kansas City Royals
884,team,SEA,Seattle Mariners,team,TEX,Texas Rangers,stat,,6+ WAR Season,team,ANA,Los Angeles Angels,team,PIT,Pittsburgh Pirates,stat,,Played Right Fieldmin. 1 game
885,team,NYY,New York Yankees,team,WSN,Washington Nationals,stat,,Silver Slugger,team,STL,St. Louis Cardinals,team,SDP,San Diego Padres,team,SFG,San Francisco Giants
886,team,NYM,New York Mets,team,CHC,Chicago Cubs,stat,,≤ 3.00 ERA Season,team,OAK, Athletics,team,COL,Colorado Rockies,stat,,200+ Wins CareerPitching
887,team,CLE,Cleveland Guardians,stat,,Played Left Fieldmin. 1 game,stat,,Played Center Fieldmin. 1 game,team,LAD,Los Angeles Dodgers,team,CIN,Cincinnati Reds,stat,,.300+ AVG SeasonBatting
888,stat,,100+ RBI SeasonBatting,stat,,MVP,stat,,40+ WAR Career,stat,,Only One Team,stat,,Rookie of the Year,stat,,30+ HR /30+ SB SeasonBatting
889,team,MIN,Minnesota Twins,stat,,Played Third Basemin. 1 game,team,ATL,Atlanta Braves,team,PHI,Philadelphia Phillies,stat,,2000+ Hits CareerBatting,team,STL,St. Louis Cardinals
890,team,TEX,Texas Rangers,team,BAL,Baltimore Orioles,stat,,Played First Basemin. 1 game,team,CHW,Chicago  White Sox,team,BOS,Boston   Red Sox,stat,,Born Outside US 50 States and DC
891,team,NYY,New York Yankees,team,LAD,Los Angeles Dodgers,stat,,Pitchedmin. 1 game,team,DET,Detroit Tigers,team,TOR,Toronto  Blue Jays,team,ANA,Los Angeles Angels
892,team,HOU,Houston Astros,stat,,10+ Win SeasonPitching,stat,,First Round Draft Pick,team,PIT,Pittsburgh Pirates,team,FLA,Miami Marlins,stat,,6+ WAR Season
893,stat,,300+ HR CareerBatting,team,NYM,New York Mets,stat,,200+ Hits SeasonBatting,stat,,All Star,team,NYY,New York Yankees,stat,,Gold Glove
894,team,KCR,Kansas City Royals,team,MIL,Milwaukee Brewers,stat,,Hall of Fame,team,SFG,San Francisco Giants,team,CHC,Chicago Cubs,team,SDP,San Diego Padres
895,stat,,.300+ AVG SeasonBatting,stat,,100+ RBI SeasonBatting,stat,,PlayedMajor Leagues,stat,,Played Second Basemin. 1 game,stat,,Played Shortstopmin. 1 game,stat,,30+ HR SeasonBatting
896,team,CLE,Cleveland Guardians,team,CIN,Cincinnati Reds,team,MIN,Minnesota Twins,team,OAK, Athletics,team,ANA,Los Angeles Angels,team,BOS,Boston   Red Sox
897,team,TEX,Texas Rangers,team,LAD,Los Angeles Dodgers,stat,,Played Outfieldmin. 1 game,team,ATL,Atlanta Braves,team,SEA,Seattle Mariners,stat,,Played Catchermin. 1 game
898,team,CHW,Chicago  White Sox,stat,,,team,CHC,Chicago Cubs,stat,,All Star,stat,,Pitchedmin. 1 game,stat,,PlayedMajor Leagues
899,team,BAL,Baltimore Orioles,team,PHI,Philadelphia Phillies,stat,,2000+ Hits CareerBatting,team,WSN,Washington Nationals,team,DET,Detroit Tigers,stat,,30+ SB Season
900,team,TOR,Toronto  Blue Jays,team,PIT,Pittsburgh Pirates,stat,,Played Center Fieldmin. 1 game,team,STL,St. Louis Cardinals,team,NYM,New York Mets,stat,,40+ WAR Career
901,team,HOU,Houston Astros,stat,,MVP,stat,,2000+ K CareerPitching,team,NYY,New York Yankees,team,ATL,Atlanta Braves,team,OAK, Athletics
902,stat,,Born Outside US 50 States and DC,stat,,.300+ AVG CareerBatting,stat,,.300+ AVG SeasonBatting,stat,,Hall of Fame,stat,,40+ HR SeasonBatting,stat,,100+ RBI SeasonBatting
903,team,CIN,Cincinnati Reds,team,TEX,Texas Rangers,stat,,Played Shortstopmin. 1 game,team,SFG,San Francisco Giants,stat,,Played Second Basemin. 1 game,stat,,6+ WAR Season
904,team,MIL,Milwaukee Brewers,team,SDP,San Diego Padres,stat,,200+ Wins CareerPitching,team,BOS,Boston   Red Sox,team,MIN,Minnesota Twins,stat,,200+ K SeasonPitching
905,team,LAD,Los Angeles Dodgers,team,ANA,Los Angeles Angels,stat,,First Round Draft Pick,team,KCR,Kansas City Royals,team,TBD,Tampa Bay Rays,team,CHW,Chicago  White Sox
906,team,HOU,Houston Astros,team,TOR,Toronto  Blue Jays,stat,,Gold Glove,team,CLE,Cleveland Guardians,team,CHC,Chicago Cubs,stat,,Only One Team
907,team,SEA,Seattle Mariners,team,STL,St. Louis Cardinals,team,NYM,New York Mets,team,PHI,Philadelphia Phillies,team,BAL,Baltimore Orioles,team,ARI,Arizona Diamondbacks
908,team,OAK, Athletics,team,SFG,San Francisco Giants,stat,,100+ Run SeasonBatting,team,PIT,Pittsburgh Pirates,team,ATL,Atlanta Braves,stat,,Played Left Fieldmin. 1 game
909,stat,,Played First Basemin. 1 game,stat,,Played Right Fieldmin. 1 game,stat,,40+ WAR Career,stat,,200+ Hits SeasonBatting,stat,,30+ HR SeasonBatting,stat,,All Star
910,stat,,≤ 3.00 ERA CareerPitching,stat,,Born Outside US 50 States and DC,stat,,Hall of Fame,stat,,Cy Young,stat,,20+ Win SeasonPitching,stat,,30+ Save SeasonPitching
911,team,NYM,New York Mets,team,BOS,Boston   Red Sox,stat,,Silver Slugger,team,DET,Detroit Tigers,team,NYY,New York Yankees,team,CHC,Chicago Cubs
912,team,TEX,Texas Rangers,team,LAD,Los Angeles Dodgers,stat,,Played Third Basemin. 1 game,team,CIN,Cincinnati Reds,team,WSN,Washington Nationals,stat,,30+ SB Season
913,team,TOR,Toronto  Blue Jays,team,BAL,Baltimore Orioles,stat,,≤ 3.00 ERA Season,team,MIN,Minnesota Twins,team,MIL,Milwaukee Brewers,team,ANA,Los Angeles Angels
914,team,SDP,San Diego Padres,team,STL,St. Louis Cardinals,stat,,100+ RBI SeasonBatting,team,CHW,Chicago  White Sox,team,SEA,Seattle Mariners,stat,,Played Outfieldmin. 1 game
915,team,PIT,Pittsburgh Pirates,team,CHC,Chicago Cubs,stat,,Played Catchermin. 1 game,team,CLE,Cleveland Guardians,team,PHI,Philadelphia Phillies,stat,,2000+ Hits CareerBatting
916,stat,,Pitchedmin. 1 game,stat,,All Star,stat,,PlayedMajor Leagues,stat,,,stat,,,stat,,
917,team,COL,Colorado Rockies,stat,,.300+ AVG SeasonBatting,stat,,10+ Win SeasonPitching,team,ATL,Atlanta Braves,team,SFG,San Francisco Giants,stat,,Only One Team
918,team,TOR,Toronto  Blue Jays,team,LAD,Los Angeles Dodgers,stat,,Threw a No‑Hitter,team,HOU,Houston Astros,team,OAK, Athletics,stat,,6+ WAR Season
919,team,CIN,Cincinnati Reds,stat,,Played Left Fieldmin. 1 game,stat,,Played Right Fieldmin. 1 game,team,NYY,New York Yankees,team,KCR,Kansas City Royals,stat,,MVP
920,team,NYM,New York Mets,stat,,Hall of Fame,stat,,Gold Glove,team,BOS,Boston   Red Sox,team,MIL,Milwaukee Brewers,team,WSN,Washington Nationals
921,team,FLA,Miami Marlins,team,STL,St. Louis Cardinals,stat,,2000+ K CareerPitching,team,DET,Detroit Tigers,team,TEX,Texas Rangers,team,CLE,Cleveland Guardians
922,team,OAK, Athletics,team,CHC,Chicago Cubs,stat,,200+ Hits SeasonBatting,team,BAL,Baltimore Orioles,team,CHW,Chicago  White Sox,stat,,30+ HR SeasonBatting
923,stat,,.300+ AVG CareerBatting,stat,,Rookie of the Year,stat,,,stat,,All Star,stat,,Played Shortstopmin. 1 game,stat,,Played Outfieldmin. 1 game
924,team,MIN,Minnesota Twins,team,PHI,Philadelphia Phillies,team,SFG,San Francisco Giants,stat,,300+ HR CareerBatting,stat,,Played Second Basemin. 1 game,stat,,Played Center Fieldmin. 1 game
925,team,SDP,San Diego Padres,team,PIT,Pittsburgh Pirates,stat,,First Round Draft Pick,team,ANA,Los Angeles Angels,team,LAD,Los Angeles Dodgers,stat,,Pitchedmin. 1 game
926,team,ATL,Atlanta Braves,team,HOU,Houston Astros,stat,,Born Outside US 50 States and DC,team,SEA,Seattle Mariners,team,BOS,Boston   Red Sox,stat,,Played Catchermin. 1 game
927,team,TBD,Tampa Bay Rays,stat,,Gold Glove,stat,,.300+ AVG SeasonBatting,team,TOR,Toronto  Blue Jays,team,NYY,New York Yankees,stat,,Played First Basemin. 1 game
928,team,PHI,Philadelphia Phillies,team,CHW,Chicago  White Sox,stat,,100+ RBI SeasonBatting,team,CIN,Cincinnati Reds,team,CLE,Cleveland Guardians,stat,,40+ WAR Career
929,team,STL,St. Louis Cardinals,team,TEX,Texas Rangers,stat,,Played Third Basemin. 1 game,team,KCR,Kansas City Royals,team,NYM,New York Mets,team,MIL,Milwaukee Brewers
930,stat,,Only One Team,stat,,6+ WAR Season,stat,,≤ 3.00 ERA Season,stat,,20+ Win SeasonPitching,stat,,200+ K SeasonPitching,stat,,PlayedMajor Leagues
931,team,DET,Detroit Tigers,stat,,All Star,stat,,30+ SB Season,team,SFG,San Francisco Giants,team,OAK, Athletics,stat,,Hall of Fame
932,team,SDP,San Diego Padres,team,CIN,Cincinnati Reds,team,ATL,Atlanta Braves,team,CHC,Chicago Cubs,team,BAL,Baltimore Orioles,team,ARI,Arizona Diamondbacks
933,team,WSN,Washington Nationals,stat,,Played Shortstopmin. 1 game,stat,,Played Catchermin. 1 game,team,ANA,Los Angeles Angels,team,BOS,Boston   Red Sox,team,NYY,New York Yankees
934,team,TEX,Texas Rangers,team,NYM,New York Mets,stat,,Born Outside US 50 States and DC,team,MIN,Minnesota Twins,team,LAD,Los Angeles Dodgers,stat,,30+ HR SeasonBatting
935,team,CHW,Chicago  White Sox,team,KCR,Kansas City Royals,stat,,Silver Slugger,team,PIT,Pittsburgh Pirates,team,PHI,Philadelphia Phillies,stat,,Played Center Fieldmin. 1 game
936,stat,,Played Left Fieldmin. 1 game,team,LAD,Los Angeles Dodgers,stat,,Played Right Fieldmin. 1 game,stat,,.300+ AVG SeasonBatting,team,TOR,Toronto  Blue Jays,stat,,300+ HR CareerBatting
937,stat,,MVP,stat,,Gold Glove,stat,,40+ WAR Career,stat,,200+ Wins CareerPitching,stat,,2000+ Hits CareerBatting,stat,,Played Second Basemin. 1 game
938,team,NYY,New York Yankees,stat,,Pitchedmin. 1 game,team,SFG,San Francisco Giants,team,SEA,Seattle Mariners,stat,,100+ RBI SeasonBatting,team,CLE,Cleveland Guardians
939,team,STL,St. Louis Cardinals,team,COL,Colorado Rockies,stat,,30+ Save SeasonPitching,team,HOU,Houston Astros,team,ANA,Los Angeles Angels,team,CIN,Cincinnati Reds
940,team,ATL,Atlanta Braves,stat,,30+ SB Season,stat,,100+ Run SeasonBatting,team,MIL,Milwaukee Brewers,team,DET,Detroit Tigers,team,SDP,San Diego Padres
941,stat,,2000+ K CareerPitching,stat,,Played Third Basemin. 1 game,stat,,Rookie of the Year,team,CHC,Chicago Cubs,team,BAL,Baltimore Orioles,team,BOS,Boston   Red Sox
942,team,WSN,Washington Nationals,team,TEX,Texas Rangers,stat,,Played Outfieldmin. 1 game,team,OAK, Athletics,team,TOR,Toronto  Blue Jays,team,CLE,Cleveland Guardians
943,team,SEA,Seattle Mariners,team,CHW,Chicago  White Sox,stat,,Only One Team,team,NYM,New York Mets,team,MIN,Minnesota Twins,stat,,≤ 3.00 ERA Season
944,stat,,Born Outside US 50 States and DC,stat,,,stat,,First Round Draft Pick,stat,,All Star,stat,,10+ Win SeasonPitching,stat,,PlayedMajor Leagues
945,team,BOS,Boston   Red Sox,stat,,Played Shortstopmin. 1 game,stat,,30+ HR SeasonBatting,team,PHI,Philadelphia Phillies,team,PIT,Pittsburgh Pirates,stat,,300+ HR CareerBatting
946,team,NYY,New York Yankees,stat,,Hall of Fame,stat,,40+ WAR Career,team,ATL,Atlanta Braves,team,LAD,Los Angeles Dodgers,team,STL,St. Louis Cardinals
947,team,FLA,Miami Marlins,team,NYM,New York Mets,team,HOU,Houston Astros,team,KCR,Kansas City Royals,team,SFG,San Francisco Giants,team,ANA,Los Angeles Angels
948,team,SDP,San Diego Padres,team,SEA,Seattle Mariners,stat,,Played First Basemin. 1 game,team,CIN,Cincinnati Reds,team,DET,Detroit Tigers,stat,,Played Center Fieldmin. 1 game
949,team,CLE,Cleveland Guardians,team,PIT,Pittsburgh Pirates,stat,,6+ WAR Season,team,ATL,Atlanta Braves,team,BAL,Baltimore Orioles,team,MIL,Milwaukee Brewers
950,team,NYY,New York Yankees,stat,,Played Catchermin. 1 game,stat,,MVP,team,CHC,Chicago Cubs,team,OAK, Athletics,team,MIN,Minnesota Twins
951,stat,,3000+ Hits CareerBatting,stat,,Rookie of the Year,stat,,Played Third Basemin. 1 game,stat,,200+ Hits SeasonBatting,stat,,.300+ AVG SeasonBatting,stat,,Gold Glove
952,team,SFG,San Francisco Giants,team,TEX,Texas Rangers,team,WSN,Washington Nationals,team,PHI,Philadelphia Phillies,team,CHW,Chicago  White Sox,team,TBD,Tampa Bay Rays
953,team,TOR,Toronto  Blue Jays,team,ANA,Los Angeles Angels,stat,,40+ HR SeasonBatting,team,BOS,Boston   Red Sox,team,ATL,Atlanta Braves,stat,,100+ RBI SeasonBatting
954,team,STL,St. Louis Cardinals,team,DET,Detroit Tigers,stat,,20+ Win SeasonPitching,team,LAD,Los Angeles Dodgers,team,CHC,Chicago Cubs,stat,,200+ K SeasonPitching
955,team,HOU,Houston Astros,team,CLE,Cleveland Guardians,stat,,≤ 3.00 ERA Season,team,NYM,New York Mets,team,SDP,San Diego Padres,stat,,All Star
956,team,MIN,Minnesota Twins,team,SEA,Seattle Mariners,stat,,Only One Team,team,KCR,Kansas City Royals,team,PIT,Pittsburgh Pirates,stat,,Played Left Fieldmin. 1 game
957,team,CHW,Chicago  White Sox,team,PHI,Philadelphia Phillies,stat,,40+ WAR Career,team,BAL,Baltimore Orioles,team,ARI,Arizona Diamondbacks,stat,,Played Right Fieldmin. 1 game
958,stat,,Born Outside US 50 States and DC,stat,,Hall of Fame,stat,,Silver Slugger,stat,,Played Outfieldmin. 1 game,stat,,Designated Hittermin. 1 game,stat,,Pitchedmin. 1 game
959,team,MIL,Milwaukee Brewers,stat,,Played Catchermin. 1 game,stat,,30+ SB Season,team,CIN,Cincinnati Reds,stat,,Played First Basemin. 1 game,stat,,300+ HR CareerBatting
960,team,SFG,San Francisco Giants,team,PIT,Pittsburgh Pirates,stat,,2000+ Hits CareerBatting,team,OAK, Athletics,team,NYY,New York Yankees,team,SDP,San Diego Padres
961,team,BOS,Boston   Red Sox,team,CHC,Chicago Cubs,stat,,Played Shortstopmin. 1 game,team,TEX,Texas Rangers,team,LAD,Los Angeles Dodgers,stat,,100+ Run SeasonBatting
962,team,ATL,Atlanta Braves,team,DET,Detroit Tigers,stat,,30+ HR SeasonBatting,team,CHW,Chicago  White Sox,team,WSN,Washington Nationals,stat,,Gold Glove
963,team,PHI,Philadelphia Phillies,stat,,Played Third Basemin. 1 game,stat,,All Star,team,ANA,Los Angeles Angels,team,STL,St. Louis Cardinals,team,TOR,Toronto  Blue Jays
964,team,CIN,Cincinnati Reds,team,OAK, Athletics,stat,,6+ WAR Season,team,NYM,New York Mets,team,CLE,Cleveland Guardians,stat,,Only One Team
965,stat,,MVP,stat,,Rookie of the Year,stat,,All Star,stat,,10+ Win SeasonPitching,stat,,10+ HR SeasonBatting,stat,,Played Center Fieldmin. 1 game
966,team,BOS,Boston   Red Sox,stat,,Played Second Basemin. 1 game,stat,,First Round Draft Pick,team,COL,Colorado Rockies,team,SEA,Seattle Mariners,stat,,30+ SB Season
967,team,MIN,Minnesota Twins,team,BAL,Baltimore Orioles,team,MIL,Milwaukee Brewers,team,HOU,Houston Astros,team,SFG,San Francisco Giants,team,LAD,Los Angeles Dodgers
968,team,KCR,Kansas City Royals,team,DET,Detroit Tigers,stat,,Played First Basemin. 1 game,team,NYY,New York Yankees,team,CLE,Cleveland Guardians,stat,,300+ HR CareerBatting
969,team,TOR,Toronto  Blue Jays,team,WSN,Washington Nationals,stat,,Born Outside US 50 States and DC,team,SDP,San Diego Padres,team,PIT,Pittsburgh Pirates,stat,,Played Shortstopmin. 1 game
970,stat,,Played Center Fieldmin. 1 game,stat,,Played First Basemin. 1 game,stat,,Played Third Basemin. 1 game,stat,,Played In Major Negro Lgs,stat,,.300+ AVG CareerBatting,stat,,Hall of Fame
971,team,SFG,San Francisco Giants,team,ANA,Los Angeles Angels,stat,,200+ K SeasonPitching,team,CHC,Chicago Cubs,team,LAD,Los Angeles Dodgers,team,CIN,Cincinnati Reds
972,stat,,6+ WAR Season,stat,,40+ WAR Career,stat,,,stat,,.300+ AVG SeasonBatting,stat,,≤ 3.00 ERA Season,stat,,Played Outfieldmin. 1 game
973,team,ATL,Atlanta Braves,stat,,Played Left Fieldmin. 1 game,stat,,Played Right Fieldmin. 1 game,team,TEX,Texas Rangers,team,FLA,Miami Marlins,stat,,Rookie of the Year
974,team,NYY,New York Yankees,team,HOU,Houston Astros,stat,,200+ Wins CareerPitching,team,CHW,Chicago  White Sox,team,PHI,Philadelphia Phillies,stat,,20+ Win SeasonPitching
975,team,OAK, Athletics,team,BOS,Boston   Red Sox,stat,,Pitchedmin. 1 game,team,STL,St. Louis Cardinals,team,MIL,Milwaukee Brewers,team,TBD,Tampa Bay Rays
976,team,TOR,Toronto  Blue Jays,stat,,Played Catchermin. 1 game,stat,,All Star,team,NYM,New York Mets,team,SEA,Seattle Mariners,team,BAL,Baltimore Orioles
977,team,ATL,Atlanta Braves,team,CHC,Chicago Cubs,stat,,30+ SB Season,team,MIN,Minnesota Twins,team,KCR,Kansas City Royals,stat,,Only One Team
